name,manaCost,colors,type,power,toughness,artist,keywords,originalText,flavorText
"Ripclaw Wrangler","{3}{B}","B","Artifact — Vehicle","4","3","John Tedrick","Crew","When this Vehicle enters, each opponent discards a card.\nCrew 2 (Tap any number of creatures you control with total power 2 or more: This Vehicle becomes an artifact creature until end of turn.)","By the time Shantanu heard the Endriders chanting ""The claw!"" he was already in its grasp."
"Risen Necroregent","{4}{B}","B","Creature — Zombie Cat Knight","5","4","Inkognit","Max speed,Start your engines!","Start your engines (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)\nMax speed — At the beginning of your end step, create a 2/2 black Zombie creature token.","In life, she commanded the respect of her army. In death, she demands it."
"Risky Shortcut","{2}{B}","B","Sorcery","","","Ignatius Budi","","Draw two cards. Each player loses 2 life.","""Don't think of it as cheating, think of it as track they forgot to lay out for us.""\n—Rido, Endrider"
"Shefet Archfiend","{5}{B}{B}","B","Creature — Demon","5","5","GodMachine","Cycling,Flying","Flying\nWhen this creature enters, all other creatures get -2/-2 until end of turn.\nCycling {2} ({2}, Discard this card: Draw a card.)","It yields only to the gods themselves."
"The Speed Demon","{3}{B}{B}","B","Legendary Creature — Demon","5","5","Helge C. Balzer","Flying,Start your engines!,Trample","Flying, trample\nStart your engines (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)\nAt the beginning of your end step, you draw X cards and lose X life, where X is your speed.","Caution is for those who falter."
"Spin Out","{1}{B}{B}","B","Instant","","","Adrián Rodríguez Pérez","","Destroy target creature or Vehicle.","""Good sportsmanship wins the crowd. Bad sportsmanship wins the race.""\n—Winter"
"Streaking Oilgorger","{4}{B}","B","Creature — Vampire","3","3","Campbell White","Flying,Haste,Max speed,Start your engines!","Flying, haste\nStart your engines (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)\nMax speed — This creature has lifelink.","""They feed on OIL? Where were they during the Phyrexian Invasion?!""\n—Chandra Nalaar"
"Syphon Fuel","{4}{B}","B","Instant","","","Mathias Kollros","","Target creature gets -6/-6 until end of turn. You gain 2 life.","After years of hunger, the oil-thirsting vampires of Gastal finally had their fill."
"Wickerfolk Indomitable","{3}{B}","B","Artifact Creature — Scarecrow","4","3","Sergio Cosmai","","You may cast this card from your graveyard by paying 2 life and sacrificing an artifact or creature in addition to paying its other costs.","Some horrors are created. Others are the recognition of a possibility that has always existed."
"Wreckage Wickerfolk","{1}{B}","B","Artifact Creature — Scarecrow","1","3","Johan Grenier","Flying,Surveil","Flying\nWhen this creature enters, surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",""
"Wretched Doll","{1}{B}","B","Artifact Creature — Toy","3","1","Loïc Canavaggia","Surveil","{B}, {T}: Surveil 1. (Look at the top card of your library. You may put that card into your graveyard.)","""Lot of folks on Duskmourn are more scared of dying than what comes after. Oh, how wrong they are.""\n—Winter"
"Adrenaline Jockey","{2}{R}","R","Creature — Minotaur Pilot","3","3","Alfonso Santano","","Whenever a player casts a spell, if it's not their turn, this creature deals 4 damage to them.\nWhenever you activate an exhaust ability, put a +1/+1 counter on this creature.","""Either I win or we both lose. Take your pick."""
"Boommobile","{2}{R}{R}","R","Artifact — Vehicle","5","5","Alexandr Leskinen","Crew,Exhaust","When this Vehicle enters, add four mana of any one color. Spend this mana only to activate abilities.\nExhaust — {X}{2}{R}: This Vehicle deals X damage to any target. Put a +1/+1 counter on this Vehicle. (Activate each exhaust ability only once.)\nCrew 2",""
"Burner Rocket","{1}{R}","R","Artifact — Vehicle","3","1","José Parodi","Crew,Flash","Flash\nWhen this Vehicle enters, target creature you control gets +2/+0 and gains trample until end of turn.\nCrew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.)",""
"Burnout Bashtronaut","{R}","R","Creature — Goblin Warrior","1","1","Andrea Piparo","Max speed,Menace,Start your engines!","Menace\nStart your engines (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)\n{2}: This creature gets +1/+0 until end of turn.\nMax speed — This creature has double strike.",""
"Chandra, Spark Hunter","{3}{R}","R","Legendary Planeswalker — Chandra","","","Devin Elle Kurtz","","At the beginning of combat on your turn, choose up to one target Vehicle you control. Until end of turn, it becomes an artifact creature and gains haste.\n+2: You may sacrifice an artifact or discard a card. If you do, draw a card.\n0: Create a 3/2 colorless Vehicle artifact token with crew 1.\n−7: You get an emblem with ""Whenever an artifact you control enters, this emblem deals 3 damage to any target.""",""
"Clamorous Ironclad","{3}{R}","R","Artifact — Vehicle","6","3","Svetlin Velinov","Crew,Cycling,Menace","Menace (This creature can't be blocked except by two or more creatures.)\nCrew 3 (Tap any number of creatures you control with total power 3 or more: This Vehicle becomes an artifact creature until end of turn.)\nCycling {R} ({R}, Discard this card: Draw a card.)",""
"Count on Luck","{R}{R}{R}","R","Enchantment","","","Michal Ivan","","At the beginning of your upkeep, exile the top card of your library. You may play that card this turn.","""With your help, Loot, we're going to make a hell of an entrance,"" said Chandra. In less than fifteen minutes, she came to regret those words."
"Crash and Burn","{3}{R}","R","Instant","","","Anthony Devine","","Choose one —\n• Destroy target Vehicle.\n• Crash and Burn deals 6 damage to target creature or planeswalker.","Redshift told his team to destroy the competition. They were thrilled to discover he meant it literally."
"Daretti, Rocketeer Engineer","{4}{R}","R","Legendary Creature — Goblin Artificer","*","5","Borja Pindado","","Daretti's power is equal to the greatest mana value among artifacts you control.\nWhenever Daretti enters or attacks, choose target artifact card in your graveyard. You may sacrifice an artifact. If you do, return the chosen card to the battlefield.",""
"Draconautics Engineer","{1}{R}","R","Creature — Goblin Artificer","2","2","Artur Nakhodkin","Exhaust","Exhaust — {R}: Other creatures you control gain haste until end of turn. Put a +1/+1 counter on this creature. (Activate each exhaust ability only once.)\nExhaust — {3}{R}: Create a 4/4 red Dinosaur Dragon creature token with flying.",""
"Dracosaur Auxiliary","{4}{R}{R}","R","Creature — Dinosaur Dragon Mount","4","4","Brian Valeza","Flying,Haste,Saddle","Flying, haste\nWhenever this creature attacks while saddled, it deals 2 damage to any target.\nSaddle 3 (Tap any number of other creatures you control with total power 3 or more: This Mount becomes saddled until end of turn. Saddle only as a sorcery.)",""
"Dynamite Diver","{R}","R","Creature — Goblin Pilot","1","1","Pete Venters","","This creature saddles Mounts and crews Vehicles as though its power were 2 greater.\nWhen this creature dies, it deals 1 damage to any target.","""Launch the explosives! No, you idiot, not like that!""\n—Redshift, Rocketeer chief"
"Endrider Catalyzer","{1}{R}","R","Creature — Human Warrior","3","1","Karl Kopinski","Max speed,Start your engines!","Start your engines (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)\nMax speed — {T}: Add {R}{R}.","Endrider magic was developed on a world that was constantly on the move—the higher the velocity, the stronger the magic."
"Endrider Spikespitter","{3}{R}","R","Creature — Human Mercenary","3","4","Mila Pesic","Max speed,Reach,Start your engines!","Reach\nStart your engines (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)\nMax speed — At the beginning of your upkeep, exile the top card of your library. You may play that card this turn.",""
"Fuel the Flames","{2}{R}","R","Instant","","","Nicholas Gregory","Cycling","Fuel the Flames deals 2 damage to each creature.\nCycling {2} ({2}, Discard this card: Draw a card.)","""Our world died, but we survived. Funny how it's the opposite for you.""\n—Rido, Endrider"
"Full Throttle","{4}{R}{R}","R","Sorcery","","","Benjamin Ee","","After this main phase, there are two additional combat phases.\nAt the beginning of each combat this turn, untap all creatures that attacked this turn.","""You wanted a fight. Now you've got two.""\n—Chandra Nalaar"
"Gastal Blockbuster","{2}{R}","R","Creature — Human Berserker","3","2","Bryan Sola","","When this creature enters, you may sacrifice a creature or Vehicle. When you do, destroy target artifact an opponent controls.","""Consider me an accident no longer waiting to happen."""
"Gastal Thrillroller","{2}{R}","R","Artifact — Vehicle","4","2","Caio Monteiro","Crew,Haste,Trample","Trample, haste\nWhen this Vehicle enters, it becomes an artifact creature until end of turn.\nCrew 2\n{2}{R}, Discard a card: Return this card from your graveyard to the battlefield with a finality counter on it. Activate only as a sorcery.",""
"Gilded Ghoda","{1}{R}","R","Creature — Horse Mount","2","2","Alexandre Honoré","Saddle,Treasure","Whenever this creature attacks while saddled, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")\nSaddle 1 (Tap any number of other creatures you control with total power 1 or more: This Mount becomes saddled until end of turn. Saddle only as a sorcery.)",""
"Goblin Surveyor","{2}{R}","R","Creature — Goblin Scout","3","2","Pete Venters","Max speed,Start your engines!,Trample","Trample\nStart your engines (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)\nMax speed — {3}, Exile this card from your graveyard: Draw a card.",""
"Greasewrench Goblin","{R}","R","Creature — Goblin Artificer","2","1","Alexandre Honoré","Exhaust","Exhaust — {2}{R}: Discard up to two cards, then draw that many cards. Put a +1/+1 counter on this creature. (Activate each exhaust ability only once.)","Killswitch finally had the right wrench for the job. Now she needed to remember what the job was."
"Hazoret, Godseeker","{1}{R}","R","Legendary Creature — God","5","3","Chris Rallis","Haste,Indestructible,Start your engines!","Indestructible, haste\nStart your engines (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)\n{1}, {T}: Target creature with power 2 or less can't be blocked this turn.\nHazoret can't attack or block unless you have max speed.",""
